客户号,客户全称,开户日期,销户日期,手机,证件号码,状态,备注,地址,交易中心,客户证券现货内部资金账户,客户证券现货内部资金账户开户日期,法人,客户性质,客户类,开户操作员,销户操作员,客户反洗钱风险等级
20610001,杭州华软新动力资产管理有限公司,20200224,,18010156071,63159284X,正常,,中国北京市海淀区西三环北路87号国际财经中心C座501A,第三交易中心,,,,法人,1001____29[总部公共部-公共维护-__-__-CTP-自有资金],zyy1,,
20610002,北京悟源资产管理有限公司,20200401,20210611,,192238549,销户,,中国北京市海淀区通汇路18号常青园南里二区3-1号,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],ywf,dhz,
20610003,上海锐天投资管理有限公司,20200430,20200701,13636692334,084085426,销户,,中国上海市徐汇区龙兰路277号东航滨江1号楼21层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zyy1,dhz,
20610006,中国对外经济贸易信托有限公司,20200429,,15210306248,10000665-3,只可平仓,,中国北京市西城区复兴门内大街28号凯晨世贸中心中座F6层,第三交易中心,,,,法人,D106kf____[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-__-__],zyy1,,
20610007,深圳市弘源泰平资产管理有限公司,20200617,20210201,13500788953,63159284X,销户,,中国广东省深圳市福田区商报东路英龙商务中心1307单位,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf01,dhz,
20610008,深圳市弘源泰平资产管理有限公司,20200616,20210713,13500788953,63159284-X,销户,,中国广东省深圳市福田区商报东路英龙商务中心1307单位,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf01,dhz,
20610009,上海量金资产管理有限公司,20200702,,,33267786-X,只可平仓,,中国上海市浦东新区锦康路308号1701C,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],zbyygt01,,
20610010,深圳市盛冠达资产投资有限公司,20200713,,,08775538-4,正常,,中国广东省深圳市福田区福华一路6号免税商务大厦塔楼2001-4单元,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],v6s9010002,,
20610011,杭州会世资产管理有限公司,20200708,,,91320000704041011J,正常,,中国上海市浦东新区南洋泾路555号星空间4号楼908室,第三交易中心,,,,法人,460663__01[机构业务三部-营销部-营销王迪-__-ctp],jykf05,,
20610012,歌斐诺宝（上海）资产管理有限公司,20200713,,13651927952,192238549,正常,,"中国上海市杨浦区长阳路 1687 号 2 号楼",第三交易中心,,,,法人,460663__01[机构业务三部-营销部-营销王迪-__-ctp],jykf02,,
20610013,广东厚方投资管理有限公司,20200720,,13710206069,34024593-6,正常,为方便客户银期出金，此CTP客户的状态已于2020年9月1日修改为正常，并且不再改回只可平仓，此客户为手动交易。,中国广东省广州市越秀区环市东路334号市政中环大厦3301、3302、3307、3308、3309,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf03,,
20610015,上海念空数据科技中心(有限合伙),20200714,,,33240239-9,正常,,中国上海市浦东新区陆家嘴东路161号上海招商局大厦2412-2415,第三交易中心,,,,法人,1004bd__01[总部公共部-后台-维护1-__-ctp],v6s9010002,,
20610016,广州国邦资产管理有限公司,20200529,,18933906432,07652201-6,正常,,中国广东省广州市天河区珠江新城华夏路16号富力盈凯广场908室,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],zbjgyw1gt1,,
20610017,杭州阳泽投资管理有限公司,20201105,,15821782742,91330100MA27X8UC8K,正常,,中国上海市黄浦区蒙自路757号歌斐中心35楼A17,第三交易中心,,,,法人,460663__01[机构业务三部-营销部-营销王迪-__-ctp],jykf03,,
20610018,广州国邦资产管理有限公司,20200529,20201229,18933906432,63159284X,销户,,中国广东省广州市天河区珠江新城华夏路16号富力盈凯广场908室,第三交易中心,,,,法人,D20664__01[机构业务一部（周子维）-营销部-营销周子维-__-ctp],jykf03,dhz,
20610019,上海薄发投资有限公司,20200911,,13916930537,55749851-2,只可平仓,,中国上海市长宁区天山路310号5楼E座,第三交易中心,,,,法人,4902fv__01[机构业务五部-居间-机构业务五部居间刘世敏-__-ctp],zbyygt01,,
20610020,上海品赋投资管理有限公司,20200806,,15216885505,34232095-2,只可平仓,,中国上海市浦东新区张杨路1515弄22号303室,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zbyygt01,,
20610021,杭州华软新动力资产管理有限公司,20200805,,15701281975,63159284X,正常,,中国北京市海淀区北京市海淀区西三环北路87号国际财经中心C座1301,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf02,,
20610022,上海念空数据科技中心(有限合伙),20200812,,,33240239-9,正常,,中国上海市浦东新区陆家嘴东路161号招商局大厦2412-2415室,第三交易中心,,,,法人,10______01[总部公共部-__-__-__-ctp],v6s9010002,,
20610023,上海鸿凯投资有限公司,20201016,,18612183709,192238549,正常,,中国上海市浦东新区松林路97弄51号,第三交易中心,,,,法人,490632__01[机构业务五部-营销部-营销李东丰-__-ctp],jykf05,,
20610025,上海鸿凯投资有限公司,20201023,,18612183709,13220921-X,正常,,中国上海市浦东新区松林路97弄51号,第三交易中心,,,,法人,490632__01[机构业务五部-营销部-营销李东丰-__-ctp],jykf03,,
20610026,北京泛涵投资管理有限公司,20200720,20210907,18910073166,39982320-0,销户,,中国北京市西城区月坛南街12号万丰怡和商务会馆3层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],v6s9010002,dhz,
20610028,顺时国际投资管理（北京）有限公司,20200720,20210412,18510802739,71093453-7,销户,,中国北京市东城区建国门南大街7号璞邸酒店D座9层906室,第三交易中心,,,,法人,490632__01[机构业务五部-营销部-营销李东丰-__-ctp],jykf05,dhz,
20610029,深圳雪杉基金管理有限公司,20200807,,13916489991,63159284-X,正常,,中国上海市浦东新区樱花路868号建工大唐国际广场A座601室,第三交易中心,,,,法人,4902yp__01[机构业务五部-居间-机构业务五部居间温欣燃-__-ctp],jykf05,,
20610030,深圳市盛冠达资产投资有限公司,20200903,,,08775538-4,只可平仓,,中国广东省深圳市深圳市福田区福华一路6号免税商务大厦塔楼2001-4单元,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],v6s9010002,,
20610031,杭州龙旗科技有限公司,20200817,,15857157792,58323387-6,正常,,中国浙江省杭州市余杭区访溪路西溪艺术集合村21幢,第三交易中心,,,,法人,10______01[总部公共部-__-__-__-ctp],jykf03,,
20610032,毕方（杭州）资产管理有限公司,20200929,,18616990181,MA27YJ6M-2,正常,,中国上海市浦东新区世纪大道100号2718室,第三交易中心,,,,法人,4202Bt__01[上海分公司-居间-上海分居间上海悟豆网络科技有限责任公司-__-ctp],zbywjgglg,,
20610033,深圳佑国科技有限公司,20201116,,18010068007,MA5GCCLP-7,正常,,中国广东省深圳市南山区粤海街道麻岭社区高新中四道30号龙泰利科技大厦(海关大厦)501J-8,第三交易中心,,,穆阿楠,法人,4606t2____[机构业务三部-营销部-机构业务三部居间贾风英-__-__],jykf03,,
20610035,北京中金量化科技投资有限公司,20201119,,18618405932,914403001017814402,正常,,中国北京市朝阳区四惠大厦1010W,第三交易中心,,,,法人,4902I1__01[机构业务五部-居间-机构业务五部居间樊平-__-ctp],jykf05,,
20610036,上海思勰投资管理有限公司,20201201,,,63159284-X,正常,,中国上海市浦东新区福山路388号越秀大厦906室,第三交易中心,,,,法人,D106____01[机构业务一部（黄长友）-营销部-__-__-ctp],jykf03,,
20610039,上海薄发投资有限公司,20210107,,13916930537,91320000704041011J,正常,,中国上海市杨浦区纪念路8号1号楼305室,第三交易中心,,,,法人,4902fv__01[机构业务五部-居间-机构业务五部居间刘世敏-__-ctp],jykf05,,
20610050,深圳市盛冠达资产投资有限公司,20200921,,13501585025,08775538-4,正常,,中国广东省深圳市福田区福华一路6号免税商务大厦塔楼2001-4单元,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],v6s9010002,,
20610501,金联创博普(舟山)物产有限公司,20200716,,17611378611,MA2A2MEN-8,只可平仓,,中国北京市朝阳区胜古中路企发大厦C座310,第三交易中心,,,张海源,法人,4906zm__01[机构业务五部-营销部-机构业务五部管洪志-__-ctp],jykf05,,
20610502,北京博乐供应链管理有限公司,20201022,,13716828028,30666608-3,只可平仓,,中国北京市顺义区北务镇兴务路2号,第三交易中心,,,何祎,法人,490632__01[机构业务五部-营销部-营销李东丰-__-ctp],jykf05,,
20610503,北京恒雅珠宝首饰有限公司,20201211,,18601248810,MA01NTCF-1,正常,,中国北京市海淀区北洼路30号1号楼三层A319,第三交易中心,,,王远志,法人,490632____[机构业务五部-营销部-营销李东丰-__-__],jykf05,,
20620001,广西正路机械科技股份有限公司,20200427,,13878709768,69763952-4,只可平仓,,中国广西壮族自治区南宁市邕宁区五象大道东段402号1栋405号房,第三交易中心,,,归立发,法人,3001______[南宁营业部-公共维护-__-__-__],zyy1,,
20627001,上海千象资产管理有限公司,20200511,,02168753368,39875346-6,正常,,中国上海市浦东新区福山路500号城建国际中心602单元,第三交易中心,,,,法人,2701____01[杭州营业部-公共维护-__-__-ctp],yl,,
20810210,深圳市前海锐斯得金融投资有限公司,20200716,,13760107039,35926795-9,正常,,中国广东省深圳市南山区高新南七道一号奥美特大厦1902,第三交易中心,,,严凯,法人,1001____01[总部公共部-公共维护-__-__-ctp],sm,,
20810212,上海桑鹰资产管理有限公司,20200731,20210112,13636592746,63159284-X,销户,,中国上海市浦东新区长柳路58号证大立方大厦601室,第三交易中心,,,,法人,D201____01[机构业务一部（周子维）-公共维护-__-__-ctp],v6s075501,dhz,
20810216,中安鼎盛投资（深圳）有限公司,20200820,,13632756815,MA5DAHE7-5,只可平仓,,中国广东省深圳市南山区尚美科技大厦1405,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],zbyygt01,,
20810219,上海呈瑞投资管理有限公司,20200907,20211022,13817468214,55596056-6,销户,,中国上海市浦东新区银城中路8号中融碧玉蓝天大厦1002室,第三交易中心,,,,法人,F604Bc__01[机构业务一部（SZ）-后台-机构业务一部（SZ）后台邓瑶-__-ctp],v6s9010002,dhz,
20810226,深圳市招金黄金营销有限公司,20201030,,18126236991,777171482,正常,,中国广东省深圳市福田区福华一路98号卓越大厦1407室,第三交易中心,,,欧阳勇,法人,F106E9____[机构事业部-营销部-营销罗贵德-__-__],v6s075501,,
20810236,上海文谛资产管理有限公司,20201028,,13861947371,MA1K36G3-6,正常,,中国江苏省南通市崇川区环城西路3号综艺大厦11楼1108室,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zbywjgglg,,
20810266,上海桑鹰资产管理有限公司,20201217,,13636592746,34239658-6,只可平仓,,中国上海市浦东新区长柳路58号证大立方大厦601室,第三交易中心,,,高勇,法人,D106kf__01[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-__-ctp],zbywjgglg,,
20810268,深圳博普科技有限公司,20201224,,13807245667,192238549,正常,,中国广东省深圳市福田区香蜜湖街道侨香路恒邦置地大厦25楼2501,第三交易中心,,,,法人,D106kf__01[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-__-ctp],v6s075501,,
20810270,上海桑鹰资产管理有限公司,20201229,20210707,13636592746,63159284-X,销户,,中国上海市浦东新区长柳路58号证大立方大厦601室,第三交易中心,,,,法人,D201____01[机构业务一部（周子维）-公共维护-__-__-ctp],v6s075501,dhz,
20810555,上海薄发投资有限公司,20200529,,,15815989-8,正常,,中国上海市长宁区天山路310号5楼E座,第三交易中心,,,,法人,4902fv__01[机构业务五部-居间-机构业务五部居间刘世敏-__-ctp],jykf01,,
20816011,青岛青石资产管理有限公司,20201211,,15521162902,MA3CGDMA-8,正常,,中国山东省青岛市山东省青岛市市南区香港中路61号阳光大厦3层303室,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
20851138,上海普行资产管理有限公司,20200702,,13461640280,33237253-X,只可平仓,,中国河南省郑州市金水区金水东路33号美盛中心1505室,第三交易中心,,,,法人,200609____[郑州营业部-营销部-营销马振华-__-__],jykf03,,
20910001,民生期货有限公司,20200730,,,9131000063159284XQ,正常,,中国北京市东城区建国门内大街28号民生金融中心A座19层,第三交易中心,,,,法人,10______01[总部公共部-__-__-__-ctp],zbyygt01,,
2110120001,洛阳兴茂源石化有限公司,20210909,,13633888212,MA44NN7G-1,只可平仓,,中国河南省洛阳市吉利区中原路东段,第三交易中心,,,耿保兴,法人,0306yg__01[大同营业部-营销部-大同张劼晶-__-ctp],zbkfbudan,,
2110150001,北京弘信达科技中心(有限合伙),20210311,,17701143888,MA01UG6W-5,只可平仓,,中国北京市丰台区怡海花园恒泰园10号楼1503号,第三交易中心,,,杨津,法人,0206yt__01[运城营业部-营销部-运城营销杨磊-__-ctp],jykf03,,
2120190001,北京嘉德利投资管理有限责任公司,20210429,,15810320677,192238549,正常,,中国北京市朝阳区将台东路将府公园北2门，优选俱乐部南侧四合院内,第三交易中心,,,,法人,0102cr__01[山西分公司-居间-山西分居间付乾玮-__-ctp],gxj2,,
2120190002,北京嘉德利投资管理有限责任公司,20210429,,15810320677,192238549,正常,,中国北京市朝阳区将台东路将府公园北2门，优选俱乐部南侧四合院内,第三交易中心,,,,法人,0102cr__01[山西分公司-居间-山西分居间付乾玮-__-ctp],jykf02,,
2130810001,南阳市信德化工有限公司,20210305,,13683987588,58436948-4,正常,,中国河南省南阳市宛城区瓦店镇工业小区,第三交易中心,,,翟全伟,法人,6303______[南阳仲景南路证券营业部-证券-__-__-__],zll2,,
2160010003,浙江龙隐投资管理有限公司,20210401,,18937272234,9131000063159284XQ,正常,,中国河南省郑州市金水区花园路21世纪社区美墅4607室,第三交易中心,,,,法人,6803____01[河南分公司（证券）-证券-__-__-ctp],zll2,,
2160100001,上海绵烁资产管理有限公司,20210209,,13916813918,32459450-3,正常,,中国上海市浦东新区灵山路1号2楼,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf03,,
2160100002,上海念空数据科技中心（有限合伙）,20210205,,,33240239-9,正常,,中国上海市浦东新区陆家嘴东路161号招商局大厦2412-2415室,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],v6s9010002,,
2160100003,北京蓝色天际投资有限责任公司,20210319,,18610476221,10178144-0,正常,,中国北京市朝阳区西大望路63号院50幢-1层200内10,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf03,,
2160100005,深圳量道投资管理有限公司,20210511,,13552134984,63159284X,正常,,中国福建省厦门市湖里区高崎南五路220号航空商务广场7号楼10楼,第三交易中心,,,,法人,460663__01[机构业务三部-营销部-营销王迪-__-ctp],jykf02,,
2160100006,重庆道微投资管理有限公司,20210714,,18623097966,71093453-7,正常,,中国重庆市渝中区重庆市渝中区五一路199号4F,第三交易中心,,,,法人,460663__01[机构业务三部-营销部-营销王迪-__-ctp],zbkfbudan,,
2160100007,杭州华软新动力资产管理有限公司,20210719,,18601359361,913100001322947763,正常,,中国北京市海淀区西三环北路87号国际财经中心A座1303,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf02,,
2160100008,民生博海资本管理有限公司,20210820,,15944717211,MA1G5HCG-4,正常,,中国北京市东城区建国门内大街民生金融中心19层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zbkfbudan,,
2160100009,上海千朔投资管理有限公司,20210915,,13482550853,9131011531225945XU,正常,,中国上海市浦东新区世纪大道1568号中建大厦1106室,第三交易中心,,,,法人,460663__01[机构业务三部-营销部-营销王迪-__-ctp],jykf02,,
2160100010,星阔（青岛）投资管理有限公司,20210910,,,63159284X,正常,,中国北京市朝阳区亮马桥路甲40号二十一世纪大厦A座8层806,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],jykf02,,
2160100011,民生博海资本管理有限公司,20210924,,15944717211,MA1G5HCG-4,正常,,中国北京市东城区建国门内大街28号民生金融中心A座19层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zbkfbudan,,
2160100012,杭州华软新动力资产管理有限公司,20211013,,13101584120,9131000063159284XQ,正常,,中国北京市海淀区西三环北路87号A座1304,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zbyygt01,,
2160160001,青岛青石资产管理有限公司,20210201,,15521162902,MA3CGDMA-8,正常,,中国山东省青岛市山东省青岛市崂山区香港东路195号上实中心9号楼703.705室,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160002,上海向日葵投资有限公司,20210329,,13651620644,192238549,正常,,中国上海市浦东新区碧波路690号4号楼5楼,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160003,青岛青石资产管理有限公司,20210322,,15521162902,MA3CGDMA-8,正常,,中国山东省青岛市山东省青岛市崂山区香港东路195号上实中心9号楼703.705室,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160005,青岛石岭私募基金管理有限公司,20210510,,18866296899,63159284X,正常,,中国山东省青岛市山东省青岛市崂山区株洲路20号海信创智谷3号楼A座702,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160006,青岛青石资产管理有限公司,20210421,,15521162902,MA3CGDMA-8,正常,,中国山东省青岛市山东省青岛市崂山区香港东路195号上实中心9号楼703.705室,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160007,青岛石岭私募基金管理有限公司,20210715,,18866296899,192238549,正常,,中国山东省青岛市山东省青岛市崂山区株洲路20号海信创智谷3号楼A座702,第三交易中心,,,,法人,0702Ev__01[山东分公司-居间-山东分居间王浩懿-__-ctp],bx1,,
2160160008,青岛石岭私募基金管理有限公司,20210713,,18866296899,192238549,正常,,中国山东省青岛市山东省青岛市崂山区株洲路20号海信创智谷3号楼A座702,第三交易中心,,,,法人,0702Ev__01[山东分公司-居间-山东分居间王浩懿-__-ctp],bx1,,
2160160009,青岛石岭私募基金管理有限公司,20210618,,18866296899,9131000063159284XQ,正常,,中国山东省青岛市山东省青岛市崂山区株洲路20号海信创智谷3号楼A座702,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160010,青岛石岭私募基金管理有限公司,20210630,,18866296899,63159284-X,正常,,中国山东省青岛市山东省青岛市崂山区株洲路20号海信创智谷3号楼A座702,第三交易中心,,,,法人,0702Ev__01[山东分公司-居间-山东分居间王浩懿-__-ctp],jykf02,,
2160160011,青岛石岭私募基金管理有限公司,20210716,,18866296899,9131000063159284XQ,正常," 20210716 1-拒绝原因",中国山东省青岛市山东省青岛市崂山区株洲路20号海信创智谷3号楼A座702,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160012,青岛石岭私募基金管理有限公司,20210709,,18866296899,63159284-X,正常,,中国山东省青岛市山东省青岛市崂山区株洲路20号海信创智谷3号楼A座702,第三交易中心,,,,法人,0702Ev__01[山东分公司-居间-山东分居间王浩懿-__-ctp],bx1,,
2160160013,青岛青石资产管理有限公司,20210702,,15521162902,192238549,正常,,中国山东省青岛市山东省青岛市崂山区香港东路195号上实中心9号楼703.705室,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160015,青岛祝融富田投资管理有限公司,20210714,,13361248927,913702023215139824,正常,,中国山东省青岛市中国山东省青岛市市北区龙城路31号卓越世纪中心3号楼37楼,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160016,青岛祝融富田投资管理有限公司,20210721,,13361248927,192238549,正常,,中国山东省青岛市中国山东省青岛市市北区龙城路31号卓越世纪中心3号楼37楼,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160017,青岛祝融富田投资管理有限公司,20210809,,13361248927,15815989-8,正常,,中国山东省青岛市中国山东省青岛市市北区龙城路31号卓越世纪中心3号楼37楼,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160018,上海量魁资产管理有限公司,20210824,,13771153691,350815488,正常,,中国上海市虹口区上海市虹口区天潼路328号星荟中心3层160室,第三交易中心,,,,法人,07______01[山东分公司-__-__-__-ctp],bx1,,
2160160019,上海量魁资产管理有限公司,20210825,,13771153691,192238549,正常,,中国上海市虹口区上海市虹口区天潼路328号星荟中心3层160室,第三交易中心,,,,法人,0701____01[山东分公司-公共维护-__-__-ctp],bx1,,
2160160020,青岛安值投资管理有限公司,20210824,,15265238699,19223854-9,正常,,中国山东省青岛市山东省青岛市崂山区香港东路195号上实中心9号楼1009室,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160021,青岛祝融富田投资管理有限公司,20210831,,13361248927,15815989-8,正常,,中国山东省青岛市中国山东省青岛市市北区龙城路31号卓越世纪中心3号楼37楼,第三交易中心,,,,法人,0706hh__01[山东分公司-营销部-营销白雪-__-ctp],bx1,,
2160160022,上海量魁资产管理有限公司,20210927,,13771153691,91350000158159898D,正常,,中国上海市虹口区上海市虹口区天潼路328号星荟中心3层160室,第三交易中心,,,,法人,0701____01[山东分公司-公共维护-__-__-ctp],bx1,,
2160170678,凯聪（北京）投资管理有限公司,20210803,,13910523250,91320000704041011J,正常,,中国北京市朝阳区广顺北大街33号福码大厦A座7层705,第三交易中心,,,,法人,1703____01[机构业务六部-证券-__-__-ctp],jykf02,,
2160177777,中煦联合科贸（天津）有限公司,20210916,,18920038921,MA07E3TK-6,正常,,中国天津市东丽区天津自贸试验区(空港经济区)中心大道华盈大厦-606,第三交易中心,,,王羿沦,法人,F402qt____[天津3-居间-天津3居间河北天汇物华供应链管理有限公司-__-__],lyf1,,
2160200168,广西银瓴资产管理有限公司,20210628,,18577868158,10178144-0,正常,,中国广西壮族自治区南宁市南宁市青秀区金湖路59号地王国际商会中心43H号房,第三交易中心,,,,法人,3001____01[南宁营业部-公共维护-__-__-ctp],zbyygt01,,
2160230001,广州拙一资产管理有限公司,20210811,,15818874310,15815989-8,正常,,中国广东省广州市天河区华强路3号之一2813,第三交易中心,,,,法人,1602za__01[包头营业部-居间-包头营业部居间宁陶-__-ctp],cf1,,
2160230002,稀土高新区以马内利信息咨询部,20211019,,13947247680,MA0N5FGH-7,只可平仓,,中国内蒙古自治区包头市稀土高新区南壕村一区七栋底店,第三交易中心,,,张彩荣,法人,1606b2__01[包头营业部-营销部-营销张伟-__-ctp],jykf05,,
2160240001,昆明晟航投资有限公司,20210209,,13599902585,MA6NPWYH-8,只可平仓,,中国云南省昆明市西山区环城南路675号A座1304室,第三交易中心,,,李志,法人,2406k6__01[昆明营业部-营销部-昆明营销付桂玲-__-ctp],zzp,,
2160240002,昆明新创建企业管理咨询有限公司,20210427,,18669263262,MA6PE20P-7,正常,,中国云南省昆明市西山区福海街道陆家社区经典尚城经典尚苑8幢803号,第三交易中心,,,凌智童,法人,2402D6____[昆明营业部-居间-昆明居间沈吉妩-__-__],zbkfbudan,,
2160240005,上海辰钰财富投资管理有限公司,20210923,,18901710198,31215923-X,正常,,中国上海市浦东新区浦东南路1088号1706室,第三交易中心,,,,法人,2402hb__01[昆明营业部-居间-昆明营业部居间高彩云-__-ctp],zzp,,
2160240006,上海辰钰财富投资管理有限公司,20210923,,18901710198,31215923-X,正常,,中国上海市浦东新区浦东南路1088号1706室,第三交易中心,,,,法人,24______01[昆明营业部-__-__-__-ctp],zbywjgglg,,
2160240007,云南鼎业建设工程有限公司,20211104,,13769133289,79986435-1,正常,,中国云南省昆明市西山区兴苑路凯华书园综合楼2幢B单元503号,第三交易中心,,,杨永华,法人,2406k6____[昆明营业部-营销部-昆明营销付桂玲-__-__],zzp,,
2160260001,北京蓝色天际投资有限责任公司,20210119,,18610476221,914403001017814402,正常,,中国北京市朝阳区西大望路63号院50幢-1层200内10,第三交易中心,,,,法人,400630__01[机构业务二部-营销部-营销关劼-__-ctp],jykf05,,
2160260002,安徽中珏投资管理有限公司,20210512,,13349090661,15815989-8,正常,,中国安徽省合肥市包河区徽州大道与扬子江路交口东南金融港中心A5-办1314,第三交易中心,,,,法人,4006__c701[机构业务二部-营销部-__-北京营销陈能镇-ctp],jykf05,,
2160260003,安徽景曦资产管理有限公司,20210825,,18214703307,91340100348818276L,正常,,中国安徽省合肥市庐阳区财富广场c座601,第三交易中心,,,,法人,4006__c701[机构业务二部-营销部-__-北京营销陈能镇-ctp],jykf05,,
2160270006,宁波梅山保税港区领投资产管理有限公司,20210309,,18395877551,914403001017814402,正常,,中国浙江省宁波市鄞州区吉来商业中心12B06,第三交易中心,,,,法人,2702gl__01[杭州营业部-居间-杭州居间徐盼-__-ctp],yl,,
2160270008,宁波梅山保税港区领投资产管理有限公司,20210304,,18395877551,914403001017814402,正常,,中国浙江省宁波市北仑区梅山大道商务中心十八号办公楼210室,第三交易中心,,,,法人,2702gl__01[杭州营业部-居间-杭州居间徐盼-__-ctp],yl,,
2160278888,杭州舜天贸易有限公司,20210811,,13958103268,MA2AXAAL-2,只可平仓,,中国浙江省杭州市上城区西湖大道1号外海西湖国贸1207室,第三交易中心,,,何健,法人,2706bk__01[杭州营业部-营销部-杭州营业部钱睿清-__-ctp],zbyygt01,,
2160279999,宁波微致商贸有限公司,20211026,,13588458798,MA2H728T-8,只可平仓,,中国浙江省宁波市鄞州区姜山镇科技园区东一路,第三交易中心,,,刘健,法人,2706bk__01[杭州营业部-营销部-杭州营业部钱睿清-__-ctp],zbkfbudan,,
2160280001,珠海格林顿资产管理有限公司,20210422,,,MA4UTKUT-2,正常,,中国广东省广州市广州市天河区花城大道68号环球都会广场1101室,第三交易中心,,,,法人,4102Er__01[广东分公司-居间-广东分居间李妞-__-ctp],xyq2,,
2160280002,杭州中大君悦投资有限公司,20210426,,,192238549,正常,,中国浙江省杭州市江干区解放东路29号迪凯银座1201室,第三交易中心,,,,法人,4106gt____[广东分公司-营销部-营销谢祥华-__-__],xyq2,,
2160280006,深圳市盛冠达资产投资有限公司,20210428,,,08775538-4,正常,,中国广东省深圳市福田区福华一路6号免税商务大厦塔楼2001-4单元,第三交易中心,,,,法人,4106gt__01[广东分公司-营销部-营销谢祥华-__-ctp],v6s9010002,,
2160280008,广州市裕畅盛物资有限公司,20210428,,,MA5AL8DW-6,正常,,中国广东省广州市南沙区东涌镇市鱼路178号（厂房2）之二,第三交易中心,,,陈伟佳,法人,4106h4____[广东分公司-营销部-广东分营销黄友良-__-__],xyq2,,
2160280010,广州翔云资产管理有限公司,20210528,,13824401774,63159284X,正常,,中国广东省广州市天河区马场路富力盈盛B栋1601,第三交易中心,,,,法人,4102Er__01[广东分公司-居间-广东分居间李妞-__-ctp],xyq2,,
2160280018,珠海格林顿资产管理有限公司,20210622,,13422299236,192238549,正常,,中国广东省广州市天河区花城大道68号环球都会广场1101室,第三交易中心,,,,法人,4102Er__01[广东分公司-居间-广东分居间李妞-__-ctp],xyq2,,
2160280019,深圳前海融健基金管理有限公司,20210803,,13929937148,15815989-8,正常," 20210803 1-拒绝原因",中国广东省佛山市禅城区岭南大道北121号东江国际大酒店十楼,第三交易中心,,,,法人,4106Gj__01[广东分公司-营销部-广东分公司营销韦柱光-__-ctp],xyq2,,
2160280020,深圳健泰一号投资合伙企业（有限合伙）,20210730,,13929937148,35877985-6,只可平仓,,中国广东省佛山市禅城区岭南大道北121号东江国际大酒店十楼,第三交易中心,,,陈蕴苑,法人,4106Gj__01[广东分公司-营销部-广东分公司营销韦柱光-__-ctp],xyq2,,
